,ES,NQ,YM,RTY
00:00,-1.5613009963516777,11.273173902281242,1.3280686366177852,5.925532188356297
00:30,13.79611877985607,15.618930230553406,14.011536975098583,3.8332741359687006
01:00,-3.728883300847674,-1.6802320362747092,-3.837379313811573,-0.4575008546266579
01:30,15.062935862776094,16.270652245795336,10.678785325970285,9.234824486674164
02:00,22.00879370784843,22.06532528672527,20.309452921776483,9.789636289299208
02:30,7.509641846636739,14.150818103770701,2.932449177462315,-0.7237999949774143
03:00,7.587117490159989,4.802451220397375,7.171308755728822,2.5620796109035338
03:30,2.894236106677228,5.030115461859164,0.6690719531388334,8.861347406718533
04:00,1.978598254888464,-2.2312167714428566,-4.602243590911392,-0.7577693358253867
04:30,-0.7598703125793138,-0.06413347343485754,0.06383876251114806,1.36918557255985
05:00,0.7910431184410038,0.3874352307324802,1.6363132121832047,9.941480177937546
05:30,4.873485037925529,5.704415635364346,5.596915338077357,11.181611769772282
06:00,-8.177327287072,-9.904379825958465,-8.999633419470875,-10.686115950562735
06:30,19.586273226179053,12.713717188209195,18.4480991065874,28.81842598493034
07:00,7.800644358382192,13.977899857643727,6.084121310823609,10.859416301401104
07:30,-9.777138894079462,-7.642404930073054,-9.384191613578407,-9.706269083317453
08:00,0.6034018092792248,1.6282165609726063,-2.6070292475095735,0.32714474252832915
08:30,5.753239652629105,4.398263251541579,4.043156061960174,22.886638181124773
09:00,2.034150466037654,-9.86024033229097,-4.338099761161196,-8.688141483572275
09:30,20.36739892594848,39.39576576985064,22.807309588656153,-12.954623759641548
10:00,-0.4534915715665777,-4.110142094198022,-0.11515381720607065,-16.122017695679226
10:30,-15.181203399622555,-26.700764287498437,-13.799425852753233,-17.881841693881164
11:00,16.143849294949963,34.53431343026034,11.528996543152292,5.920936074500349
11:30,17.825540460925126,18.792482909103448,16.635312726111607,23.449072204194987
12:00,-0.4141848029001638,-5.739718951157058,0.16647821012800712,-3.312448975850968
12:30,17.149046640369715,9.874627260770241,14.341864180947251,0.8668828348192825
13:00,-13.198901164270193,-8.90940671353404,-12.931536742852678,-12.718257728361682
13:30,7.558058951791913,6.481536157180323,5.911191143312156,12.83535621215317
14:00,6.230795993572924,4.418605944408505,4.710799263558774,-3.4353505588941013
14:30,22.22736702723671,43.143066093849946,18.950259491712075,19.897867359415745
15:00,4.210066550762814,-8.808876224807117,7.7393591778036175,-15.849571776193837
15:30,-16.030698545999755,-10.377580491938998,-17.880274384010463,-29.979667555441036
16:00,18.84241084544367,35.22911878740123,22.83557372088365,17.020629098194394
16:30,5.923135335839902,21.58956832145047,14.411031319375066,2.3795891881151165
18:00,-6.978536462445895,-11.418818131401665,-9.949258637641567,3.29262513174593
18:30,1.3741361302315624,0.41381728710294663,5.316896860609299,0.07104987497501547
19:00,1.3075731818959824,4.11014882111902,2.3123870928602575,3.8848703122457584
19:30,0.5084823028119301,4.150701181757488,1.4683158367045257,-1.3501404490484203
20:00,2.9498537689885307,8.731075573307345,3.19871544050212,3.4763649619178327
20:30,-4.4316083016901935,-0.6750631160951093,-4.005046294095926,-3.4746394565979166
21:00,0.977340381812164,2.067845769595822,0.9165017831703981,-1.266177854008077
21:30,2.557427374157162,3.7677967640154852,1.17339310271658,4.767405372331424
22:00,-4.260042400327013,-2.145593343660601,-4.7930555836597115,-2.316017240856494
22:30,-3.2523101064956927,-4.153234771726256,-2.6776789152724856,-1.648116725272386
23:00,2.055131141303135,2.9564724416330623,1.4546576948274437,4.872554564938469
23:30,0.5076946333011367,-0.47253971540354156,2.16052097595838,-0.80367553790468
