date,ES,NQ,YM,RTY
2013-04-30,1.0738690141064626,1.0414732979123307,1.089696496190538,
2013-05-01,1.0667718467433673,1.0366847072305094,1.0835550682565518,
2013-05-02,1.0738521908589207,1.0481432762312295,1.089829058774386,
2013-05-03,1.0755232960423302,1.0510937776485827,1.0908534029719585,
2013-05-06,1.0776943834411734,1.0533255887952802,1.0912926138441792,
2013-05-07,1.0808611315521202,1.050829345334741,1.0946517854339028,
2013-05-08,1.0870346205714823,1.056446846289861,1.1000581948393695,
2013-05-09,1.084530701758741,1.0577875148765234,1.0994007022272327,
2013-05-10,1.0875335555707173,1.062964871489421,1.1003497831176607,
2013-05-13,1.0897056152146596,1.0663637830609962,1.1008617438010655,
2013-05-14,1.100390640398318,1.0719107714450706,1.1097089987824635,
2013-05-15,1.1077488756836564,1.0761238343534096,1.1162255005567865,
2013-05-16,1.1045656892592781,1.0735277449102478,1.1148328756627963,
2013-05-17,1.1112408105117892,1.0786054215727556,1.1200222242612399,
2013-05-20,1.1122432830517188,1.0796775051525513,1.1198759595241505,
2013-05-21,1.113077924566841,1.0811067133996302,1.121482039779009,
2013-05-22,1.1030712306090928,1.0706677032925278,1.115063985574642,
2013-05-23,1.1116652777769913,1.0777832705979968,1.1227773868846977,
2013-05-24,1.1172592018646157,1.084582307127129,1.1273490160951039,
2013-05-28,1.1122280136244567,1.0792046574760565,1.1251558722987967,
2013-05-29,1.1110476624881056,1.0784845876462144,1.1238331105130621,
2013-05-30,1.1144185595223537,1.0838837595493243,1.1254499250848176,
2013-05-31,1.1014032054979004,1.07738099888875,1.1140981246877084,
2013-06-03,1.105113337257348,1.0785538303228108,1.1196818398998072,
2013-06-04,1.0988754740264524,1.0708994030390637,1.1151972310860259,
2013-06-05,1.0865361555210022,1.0607812375978307,1.1020000669736103,
2013-06-06,1.0966827966620547,1.0642112654253253,1.1083431501514251,
2013-06-07,1.103062763942085,1.0740933555145358,1.1172140008703246,
2013-06-10,1.099547159443256,1.0723000616577623,1.1131931416864569,
2013-06-11,1.098533440488637,1.0728436406008128,1.1137088158305775,
2013-06-12,1.0819195066957292,1.0540186619352456,1.0969519617684749,
2013-06-13,1.0992154416933484,1.0685375706083782,1.1114520277562017,
2013-06-14,1.093311123022497,1.061762668436121,1.1043108178010879,
2013-06-17,1.094316312531865,1.0630170715887037,1.1048958831350224,
2013-06-18,1.1023529072383413,1.07089193498628,1.11380574484052,
2013-06-19,1.0879408747022363,1.0580068715974076,1.100058667632667,
2013-06-20,1.0705053822338482,1.0433500293536262,1.0826582758390133,
2013-06-21,1.0668076088927987,1.0386474028886536,1.0804576017909633,
2013-06-24,1.0642595015467171,1.0369140431473374,1.080753922010858,
2013-06-25,1.064932657461674,1.0335711992337315,1.0801656765777319,
2013-06-26,1.0664349135615414,1.0338398453607203,1.0838183401668626,
2013-06-27,1.0662690347446864,1.0333054231093062,1.0857063989169022,
2013-06-28,1.0634398520397292,1.037685729860094,1.080383593871843,
2013-07-01,1.0639357823298146,1.0370646268152868,1.0798039111923678,
2013-07-02,1.0642669170270849,1.0376859956749724,1.0786422071458994,
2013-07-03,1.0709185852585041,1.0462368845663714,1.0874602401885756,
2013-07-05,1.0745549811337454,1.047654429672059,1.090574304541806,
2013-07-08,1.0747193867306142,1.0433362039777512,1.0921598606282399,
2013-07-09,1.0753726123113654,1.0447394806475263,1.092661904168061,
2013-07-10,1.0765164518929153,1.0524698324760795,1.0920164196168622,
2013-07-11,1.0784540846246862,1.062291377696147,1.0924421846774706,
2013-07-12,1.0802302479621426,1.0666347065770698,1.091661818158122,
2013-07-15,1.0815198826411005,1.0681979230498255,1.0922284001319942,
2013-07-16,1.0766873541217032,1.0662022645143576,1.090173874374465,
2013-07-17,1.0752432131102136,1.065510093929588,1.0886894905735272,
2013-07-18,1.0790862268279569,1.0632601741340737,1.0913663071792725,
2013-07-19,1.083419906453772,1.06151426251809,1.092989314101885,
2013-07-22,1.0840611730453398,1.0608183016837887,1.0929187576940287,
2013-07-23,1.0805404547390218,1.0512668558963436,1.0916523396665734,
2013-07-24,1.0724064970723517,1.0440428362714016,1.0875087802198204,
2013-07-25,1.077200446545183,1.0453258644988366,1.0919493177241206,
2013-07-26,1.082978041312112,1.0552036356095487,1.0973301222463947,
2013-07-29,1.0823342737143635,1.0551175597766413,1.0978269407481558,
2013-07-30,1.0789650149316774,1.0564894012325512,1.094007182062563,
2013-07-31,1.0767241737791715,1.0562327225636414,1.0913936576735963,
2013-08-01,1.0806932248473637,1.059545128174769,1.0911833428628934,
2013-08-02,1.0848301541533165,1.0651493899522602,1.0963854796604615,
2013-08-05,1.0857867945008943,1.066934699010365,1.095751527246909,
2013-08-06,1.0821115779779331,1.0616579000841808,1.0921487080934313,
2013-08-07,1.0822719145578676,1.0626817604716283,1.0937081104544162,
2013-08-08,1.0808354822866657,1.0619179738685103,1.0894771313037221,
2013-08-09,1.079237558746916,1.059029556979588,1.0866520901231083,
2013-08-12,1.0834138017187005,1.065511496766207,1.0909073521912056,
2013-08-13,1.0846965174821679,1.0698553086235272,1.0911904657582443,
2013-08-14,1.0795633780915395,1.0662766272789757,1.084388681152518,
2013-08-15,1.072609929131393,1.0599876886192547,1.0773898606340153,
2013-08-16,1.0711523586403493,1.0588679226553306,1.0765318953856506,
2013-08-19,1.065314132310137,1.0568016709158616,1.072307674726715,
2013-08-20,1.0687135544007784,1.059293114575447,1.071306520512232,
2013-08-21,1.0653043208230148,1.0586038071965138,1.0658600494734383,
2013-08-22,1.072271330069462,1.064352425698878,1.0694391631385607,
2013-08-23,1.0725943033616516,1.0634157206278572,1.0710831345830325,
2013-08-26,1.0674321710549028,1.0627349167094016,1.0669374674621905,
2013-08-27,1.0607525741359085,1.052753761309977,1.062329910247779,
2013-08-28,1.0649903686853144,1.057746787571812,1.066796205388171,
2013-08-29,1.0690751737201614,1.0650659406932386,1.0682374323611352,
2013-08-30,1.0628795268387574,1.0573243856405499,1.0640640677459563,
2013-09-03,1.057392447593006,1.0543390392790284,1.0586329818393954,
2013-09-04,1.0661058906221563,1.0624153341291742,1.0667851136909012,
2013-09-05,1.0664284154718378,1.0639450898298644,1.0672142883376858,
2013-09-06,1.0630541504839053,1.0615732377187785,1.063079456759624,
2013-09-09,1.070745829595034,1.0695892505622158,1.070404173064811,
2013-09-10,1.0724980170579237,1.0685824993655144,1.072806558825205,
2013-09-11,1.0774433448176732,1.0739017706566039,1.0824161018667795,
2013-09-12,1.0747305875810174,1.0731416357029342,1.0801576865795828,
2013-09-13,1.0758505986146734,1.0724655344991523,1.0824914042473273,
2013-09-16,1.07031150315255,1.060562290330098,1.078784481431206,
2013-09-17,1.074106373307028,1.0659165528986179,1.0806012050867027,
2013-09-18,1.0873923305088817,1.0769432758596382,1.091368064919994,
2013-09-19,1.08265904990597,1.0763600635022952,1.0874561010439445,
2013-09-20,1.0724244893702097,1.0701282428474648,1.0751041964116672,
2013-09-23,1.0689559009012088,1.0635097457908125,1.0725172903007723,
2013-09-24,1.066748291723953,1.0611977680825715,1.0676247383085236,
2013-09-25,1.063281241580959,1.0571546384164456,1.061830397546109,
2013-09-26,1.0651698405890957,1.0609360624729895,1.063503229995965,
2013-09-27,1.0658024581633134,1.0653993335366807,1.0628731925374366,
2013-09-30,1.069472137285732,1.0733326253289668,1.0644281340346984,
2013-10-01,1.0769676920803086,1.0838505838599553,1.0683866926418137,
2013-10-02,1.0822610989672092,1.0909098572602993,1.0683157082093746,
2013-10-03,1.0750267333324017,1.0795488427783013,1.0611314824600473,
2013-10-04,1.082418546446496,1.0891448324918862,1.0666078312636282,
2013-10-07,1.0825806822383544,1.0898241681117158,1.066320761466491,
2013-10-08,1.0699321961367079,1.069186132509226,1.0561974630981381,
2013-10-09,1.0684756253054826,1.0630827945610246,1.057058376666755,
2013-10-10,1.0808103514147063,1.074070080248401,1.0699987563367186,
2013-10-11,1.0893130898182952,1.0849982410398458,1.079032783863295,
2013-10-14,1.1007744456833068,1.0993769205671902,1.090128788739485,
2013-10-15,1.0954324520498437,1.096414553008498,1.082241774351078,
2013-10-16,1.1042808563475002,1.1038313014645476,1.0903650007321697,
2013-10-17,1.1160732060422585,1.1150931580996186,1.100432342294031,
2013-10-18,1.11945329507123,1.123148007097178,1.1002170356334375,
2013-10-21,1.11929238472265,1.1228130639801728,1.0992128607524891,
2013-10-22,1.1226618142064768,1.1201440684336443,1.101143311334011,
2013-10-23,1.121373804094093,1.118971142707536,1.100928146224,
2013-10-24,1.1229810476143656,1.1234935917537305,1.1050777324263,
2013-10-25,1.1258683007006474,1.1203409734930125,1.1082222335080278,
2013-10-28,1.1281149022128776,1.1205068393562878,1.1095816642289689,
2013-10-29,1.1319574735516669,1.1187710291153257,1.1152220317390447,
2013-10-30,1.1252396250439418,1.1135823825580329,1.1090920883203077,
2013-10-31,1.1223572693799613,1.1139951874151497,1.106593168332461,
2013-11-01,1.122676938212026,1.1104558204091757,1.1083748923749877,
2013-11-04,1.123314098789899,1.1083231677772774,1.1069536256026917,
2013-11-05,1.1242735129668016,1.114333239924636,1.1108096116549782,
2013-11-06,1.1249103147300226,1.1094925933957334,1.1157879503972696,
2013-11-07,1.1085450940496282,1.088812701862026,1.102463416656897,
2013-11-08,1.123806865027509,1.0996051683819468,1.1153075128473513,
2013-11-11,1.1249203325512447,1.1000147657776043,1.1172963429556002,
2013-11-12,1.1252391423379957,1.1053574363130256,1.117011880771664,
2013-11-13,1.139821421169206,1.1262897290815281,1.128022559235393,
2013-11-14,1.1447834298837467,1.132430713457599,1.1323113466097117,
2013-11-15,1.1478204146879623,1.1341718940830647,1.1373098831716515,
2013-11-18,1.1423941224049547,1.123556655530664,1.135315976921022,
2013-11-19,1.140637330101522,1.120901277910503,1.1333952092427924,
2013-11-20,1.1344208885316562,1.114446951934051,1.1276412128812339,
2013-11-21,1.1399825541849142,1.1212855662332175,1.1311807985830395,
2013-11-22,1.145063964093525,1.1253148264814887,1.1350025944363515,
2013-11-25,1.1420527232190922,1.1237580344541735,1.1330970435067544,
2013-11-26,1.1418943028108222,1.1290811850327713,1.1330264631502385,
2013-11-27,1.1433187031885488,1.1347200531398403,1.1333787723738549,
2013-11-29,1.1407895867429498,1.136999588330536,1.131198656840001,
2013-12-02,1.1371564988870806,1.1322028078005753,1.1254293889048796,
2013-12-03,1.1368395656376695,1.132121459704024,1.1239452129963767,
2013-12-04,1.1408195389104523,1.138084723038925,1.1265695959877227,
2013-12-05,1.1381089963302318,1.135799412350092,1.124507844234369,
2013-12-06,1.1398465673169955,1.1342612663176863,1.1284544749235845,
2013-12-09,1.1390592717186276,1.1339387810617856,1.1279616693009964,
2013-12-10,1.1377968064687316,1.1353114905453752,1.1273969472686785,
2013-12-11,1.1242271870877427,1.1210958657349035,1.1167451553128802,
2013-12-12,1.1213858378364678,1.1174632826446047,1.1114505167991648,
2013-12-13,1.1186981796885445,1.1107848946506889,1.1120171497417082,
2013-12-16,1.1202715948498505,1.1114254395333534,1.115894721746767,
2013-12-17,1.1155553237516895,1.1094240251424916,1.112447997001079,
2013-12-18,1.1329736161889434,1.1215838500503126,1.1306940529700595,
2013-12-19,1.1350195471530298,1.120221050718538,1.1330840808097227,
2013-12-20,1.140523244042799,1.1297463315356517,1.1358226950357748,
2013-12-23,1.1408362306630084,1.1323660791950343,1.136312635808837,
2013-12-24,1.1444336029286033,1.1334770199875173,1.1403693964192585,
2013-12-26,1.147871278961431,1.1349829330970735,1.145813020221015,
2013-12-27,1.1458429621710953,1.1309455382733344,1.1437929230973958,
2013-12-30,1.1452190346120585,1.1309455382733344,1.1444890419721427,
2013-12-31,1.1481786594294727,1.1362488243220685,1.14782412417313,
2014-01-02,1.1413042736606747,1.1322728679069167,1.1422453920993845,
2014-01-03,1.138807914347131,1.123842064029554,1.1418972314702391,
2014-01-06,1.132278230742683,1.119785733862144,1.1343382129939696,
2014-01-07,1.1344464560511767,1.124933991939739,1.136271116472781,
2014-01-08,1.1347562025238185,1.127784331446343,1.1337824774149834,
2014-01-09,1.1316688505920438,1.1201284366916158,1.1285475157938694,
2014-01-10,1.1324393223040483,1.1209157625063988,1.1256606776390887,
2014-01-13,1.1200865617662348,1.1060921719498988,1.1148548857473533,
2014-01-14,1.1287061642753609,1.1234620554147554,1.1197298439839771,
2014-01-15,1.132238650569868,1.1277677074980816,1.1257635361198286,
2014-01-16,1.1330082526977703,1.1295696288091244,1.1236337503502867,
2014-01-17,1.1299248175291818,1.1264258224389347,1.1256950854270618,
2014-01-21,1.1270126401644158,1.127675324183182,1.11715674284949,
2014-01-22,1.1257884580705508,1.1284544821491762,1.1153120096798406,
2014-01-23,1.121943026802377,1.128063499375235,1.110496327427337,
2014-01-24,1.1050682110273724,1.1108573490504559,1.0956131014956028,
2014-01-27,1.0984186262143052,1.0999434975153972,1.0911863818936003,
2014-01-28,1.1039810218457182,1.1053930632028075,1.0942912435556433,
2014-01-29,1.1024228270371852,1.103241717948971,1.0908824532864618,
2014-01-30,1.1052032124773798,1.109380019824998,1.0899847781444991,
2014-01-31,1.1117752831164922,1.1181315833778345,1.0927109633781062,
2014-02-03,1.0881271541193671,1.0944787998833037,1.0707532491517704,
2014-02-04,1.090777700274981,1.0974115718702449,1.0717291325895757,
2014-02-05,1.0928115657516844,1.0977297544077544,1.074664036649611,
2014-02-06,1.1043591961765917,1.1081171133955772,1.0844121878178723,
2014-02-07,1.1130549378787695,1.121121332720632,1.092397038733422,
2014-02-10,1.1149185710941378,1.1281372094336215,1.0926746844415764,
2014-02-11,1.126089478012977,1.138918096549442,1.104109410320492,
2014-02-12,1.1253148945228044,1.138761015231388,1.1021035735166773,
2014-02-13,1.1391999666997807,1.156164795943504,1.1133822076865891,
2014-02-14,1.1466977863078422,1.1592529698385658,1.1239785445201225,
2014-02-18,1.1470098978446708,1.1634445653769372,1.121819190598449,
2014-02-19,1.1424713131758897,1.157817934756287,1.1179096831820874,
2014-02-20,1.1480977108878365,1.162649106110014,1.1237015997678623,
2014-02-21,1.1443539140045067,1.1568062515190367,1.12133121545268,
2014-02-24,1.1488684376755893,1.1613739390803484,1.1266907749554644,
2014-02-25,1.147467568424935,1.1585407438640516,1.1250896697454569,
2014-02-26,1.1456030307375822,1.1540679165543621,1.125228724209645,
2014-02-27,1.1533824890476296,1.1614436565704154,1.1315603970950694,
2014-02-28,1.1568063744556782,1.160658844315148,1.135178050992945,
2014-03-03,1.1582196033643386,1.1627980885500109,1.1344058210262833,
2014-03-04,1.1639718349515171,1.1656198432643892,1.1382279430647815,
2014-03-05,1.1639718349515171,1.1671073022624432,1.135588654448937,
2014-03-06,1.1638168040731272,1.1634344503570977,1.1374592476812062,
2014-03-07,1.1596465248813588,1.1539332117906898,1.1346989267501104,
2014-03-10,1.1610384718970872,1.1554915280794011,1.1347680651200074,
2014-03-11,1.1531623130693736,1.1477193378051063,1.1286916631648805,
2014-03-12,1.1589025263861454,1.1572433317659432,1.132922089675053,
2014-03-13,1.1425102568642704,1.1364005083174706,1.1143881426580273,
2014-03-14,1.1409547629815417,1.1320231229504478,1.1134139054907228,
2014-03-17,1.145441229168181,1.1346629573935423,1.1199923196347377,
2014-03-18,1.1516169468075834,1.1473840898116818,1.1237233242775677,
2014-03-19,1.1449789402777275,1.140637052581968,1.1159844684502855,
2014-03-20,1.1542638080188632,1.1471718713254468,1.125816320697459,
2014-03-21,1.1450173689693128,1.1261327809741204,1.1197409030104917,
2014-03-24,1.1362627090053623,1.1125723424511698,1.1149236291360687,
2014-03-25,1.1361099033694013,1.1103491909365908,1.1149236291360687,
2014-03-26,1.1233223873727471,1.0905201649290686,1.1029337379758617,
2014-03-27,1.122255604478756,1.0854806514936033,1.103070054097228,
2014-03-28,1.1243833913778216,1.0844910828772345,1.1047025188748276,
2014-03-31,1.1266487709440631,1.083735603195676,1.1080851587146059,
2014-04-01,1.130411792891104,1.0975698859060967,1.109704278581221,
2014-04-02,1.1326666036482005,1.0960722125951792,1.1111188585162826,
2014-04-03,1.1295144702428717,1.085899848673182,1.108899848450255,
2014-04-04,1.1102537476174479,1.0498493711178056,1.0948996026893452,
2014-04-07,1.1006722697523565,1.046112720451811,1.08516865310982,
2014-04-08,1.1059149928663103,1.054774324703946,1.0867799905889164,
2014-04-09,1.1148782374390482,1.0685354847935251,1.094604325023653,
2014-04-10,1.0912718636095964,1.034860336984184,1.076212671734626,
2014-04-11,1.0867661994328435,1.0319350957620066,1.0719795819975169,
2014-04-14,1.0867661994328435,1.031117220839218,1.0745166537536146,
2014-04-15,1.0921182627953034,1.0310431037301873,1.0792502072943795,
2014-04-16,1.0959569913112799,1.0350086541291494,1.0832248581928365,
2014-04-17,1.098913842764973,1.0389135130890617,1.0845520143533278,
2014-04-21,1.1024606330052042,1.0440591966605774,1.0860777771724683,
2014-04-22,1.106299387050756,1.0493351836173126,1.0897212219876249,
2014-04-23,1.104231813773662,1.0396638916024066,1.0880661168509487,
2014-04-24,1.10114531462695,1.032459512892668,1.0862817518634016,
2014-04-25,1.0956897205400196,1.02180513954095,1.0813718538889396,
2014-04-28,1.0948085868684956,1.0206509650098767,1.0817020236049535,
2014-04-29,1.0962726261662603,1.0255420337639762,1.0843361451771072,
2014-04-30,1.1018449054324881,1.0328379234174356,1.0881577102509523,
2014-05-01,1.102432008086242,1.0344247964054363,1.0879597794238893,
2014-05-02,1.1011108512190282,1.0292469192265437,1.085517299487072,
2014-05-05,1.1086355267398873,1.0408212449979977,1.092018992149933,
2014-05-06,1.101685297347227,1.0287237263513755,1.0859706824551283,
2014-05-07,1.1043381850197689,1.0233748255819826,1.0893442893751022,
2014-05-08,1.1043381850197689,1.0259133173534476,1.0915270789524523,
2014-05-09,1.1064037474232795,1.0306313282228388,1.0943060167784815,
2014-05-12,1.1122826196200024,1.0413828557664362,1.0979994314927772,
2014-05-13,1.1119890251579145,1.0410224408513098,1.0979994314927772,
2014-05-14,1.1074353052398307,1.0385644711992996,1.0918094382961645,
2014-05-15,1.099928766089481,1.0305388059038998,1.0832987477686278,
2014-05-16,1.1033122570109812,1.0359550925502063,1.0862674125058296,
2014-05-19,1.109504014733384,1.0463095748480105,1.0903031218768544,
2014-05-20,1.1028664608031788,1.043194264522677,1.0813694655614032,
2014-05-21,1.1088954641222364,1.051440859499141,1.0886238804672854,
2014-05-22,1.1115416418173445,1.0547650024226434,1.0892830133568878,
2014-05-23,1.1153613725452391,1.0614055540015719,1.0929069285356097,
2014-05-27,1.1179964302569878,1.0701727495051734,1.0932351288144493,
2014-05-28,1.1169716855913079,1.0671525065620733,1.090413453511987,
2014-05-29,1.1203303401564275,1.0699462870384056,1.0924432869989784,
2014-05-30,1.1232543394782504,1.069659860512629,1.095000013366775,
2014-06-02,1.1229623575860024,1.0672286528612198,1.094738239517058,
2014-06-03,1.1253043020230953,1.0706014168932583,1.0956560391070478,
2014-06-04,1.129556820235067,1.0770763935427035,1.0977565059924674,
2014-06-05,1.1357084522954761,1.085269274630571,1.1020146770785515,
2014-06-06,1.1387775396070452,1.0868442036570796,1.1053473827552003,
2014-06-09,1.1402393849723946,1.0854134866115228,1.1061967453261792,
2014-06-10,1.1417031069043235,1.0879908156477354,1.107504151951077,
2014-06-11,1.1419969059539643,1.0910792500993365,1.104945496544046,
2014-06-12,,,1.098446975534252,
2014-06-13,,,1.0991052406361483,
2014-06-16,1.1442209975651443,1.0936887938811313,1.101346832513158,
2014-06-17,1.1489724992420305,1.0949218139418766,1.1055083421663894,
2014-06-18,1.1572876271765813,1.1000663741159138,1.1115208486890493,
2014-06-19,1.1575842915260242,1.0978225224513793,1.1120492950425,
2014-06-20,1.157140319028635,1.0981843147406132,1.111126924633673,
2014-06-23,1.156696289742745,1.0989803626788108,1.1103360400559634,
2014-06-24,1.1516549266032434,1.0976775672014518,1.1048572997120691,
2014-06-25,1.1593811627254684,1.1073960207201166,1.110082305798705,
2014-06-26,1.1581929678366902,1.1072510546223655,1.1082973949925732,
2014-06-27,1.1632551301848644,1.1134939963844794,1.1107479151081896,
2014-06-30,1.1632551301848644,1.11589016866232,1.110681578037292,
2014-07-01,1.168605479576286,1.1248659328627693,1.1168365885698548,
2014-07-02,1.169794446107713,1.126313264222603,1.1174318819839577,
2014-07-03,1.1726110846169067,1.130353073535129,1.1196084403658173,
2014-07-07,1.170828549398335,1.1281130335632827,1.1195423516791776,
2014-07-08,1.165619575300338,1.1168239429714635,1.1147098900145263,
2014-07-09,1.1681441685963128,1.122310602290522,1.1172204978749192,
2014-07-10,1.1747421587655347,1.1330584627815126,1.1241601700829458,
2014-07-11,1.1771426535982614,1.1375819415125141,1.1268319708436894,
2014-07-14,1.176993383670085,1.13932491690809,1.1276951383424205,
2014-07-15,1.1744570815376993,1.133885746394525,1.126567973634529,
2014-07-16,1.1735657657662313,1.130285194678551,1.1273608660499903,
2014-07-17,1.1638779609942214,1.1183707337367532,1.119353195677695,
2014-07-18,1.172198804325726,1.1297900085032664,1.1235089651000356,
2014-07-21,1.1735403339847967,1.1304376175776263,1.124104464551502,
2014-07-22,1.174580179850353,1.132442574396032,1.1250285668711568,
2014-07-23,1.1754700133199363,1.1355826974911558,1.1233131820049447,
2014-07-24,1.1742846156007178,1.1323060192773435,1.121994661925122,
2014-07-25,1.172204394846775,1.133164965622329,1.1181551616365115,
2014-07-28,1.172501531575507,1.13280738753283,1.119478813795892,
2014-07-29,1.16523549198436,1.1285253713259398,1.1123508977547438,
2014-07-30,1.1615410230814291,1.12689270787516,1.1067568954881981,
2014-07-31,1.1460617475303698,1.1129371586540462,1.0938968788539913,
2014-08-01,1.1456141254443666,1.1110725819335743,1.092566832189934,
2014-08-04,1.1517196992313443,1.1159369223643936,1.0958879059092783,
2014-08-05,1.144990617633654,1.1120581508783174,1.0900916722285618,
2014-08-06,1.1506990463229845,1.118492919451763,1.0953716993350033,
2014-08-07,1.1391845789328778,1.1099982187698225,1.086514964213625,
2014-08-08,1.1497767875636051,1.1158187571086815,1.0972244603100123,
2014-08-11,1.1487364000877849,1.1185392185978467,1.0945077381122523,
2014-08-12,1.1482901155500662,1.1188975180464331,1.095569271955363,
2014-08-13,1.1519947552311542,1.1262483564415589,1.099075834635092,
