time,avg_return,cum_return,avg_volume,cum_volume
00:00,3.796297570725856e-05,0.11273173902281242,742.7880320269701,3525272
00:30,4.5057197499105184e-05,0.15618930230553407,736.3716814159292,3494820
01:00,-4.690105668427634e-06,-0.016802320362747092,904.7552006724102,4305730
01:30,4.678457537963339e-05,0.16270652245795336,924.933179239336,4401757
02:00,6.204135015599293e-05,0.22065325286725268,1467.883794633425,6947494
02:30,4.124010838870506e-05,0.14150818103770701,1323.313754489753,6263244
03:00,1.6044776601093198e-05,0.048024512203973746,2823.9058154235145,13402257
03:30,1.614575930830041e-05,0.05030115461859164,2216.2768647281923,10518450
04:00,-5.6897579873046476e-06,-0.022312167714428566,2467.93594605984,11712824
04:30,6.997034619236575e-07,-0.0006413347343485754,1945.2989886219975,9232389
05:00,1.99397681661541e-06,0.003874352307324802,1858.8919089759797,8822301
05:30,1.7698361530974075e-05,0.05704415635364346,1745.7267172355669,8285219
06:00,-3.104325223012379e-05,-0.09904379825958465,1841.1902254055192,8740130
06:30,3.7376032567093136e-05,0.12713717188209195,1898.4341689488099,9011867
07:00,4.1170690848882665e-05,0.13977899857643727,2405.131872761744,11417161
07:30,-2.3437844295521814e-05,-0.07642404930073055,2548.9875710975352,12100044
08:00,6.382242298033371e-06,0.016282165609726063,3508.279544975774,16653803
08:30,1.683248861149418e-05,0.04398263251541579,6141.896355593006,29155582
09:00,-3.0670630835997856e-05,-0.0986024033229097,6138.044659785128,29137298
16:00,9.513838896408202e-05,0.35229118787401226,7294.382346745313,34626433
16:30,6.133405915787339e-05,0.2158956832145047,1520.0747840741521,7215795
18:00,-4.549285096749391e-05,-0.11418818131401665,1014.2277707543194,4813525
18:30,2.204773866264289e-06,0.004138172871029466,628.7928782132321,2984251
19:00,1.6153390528039028e-05,0.041101488211190196,771.437210282343,3661241
19:30,1.6327695631878087e-05,0.04150701181757488,769.567214496418,3652366
20:00,3.334681216669488e-05,0.08731075573307345,1145.6104087652761,5437067
20:30,-1.8382097229254688e-06,-0.006750631160951093,1011.0718499789297,4798547
21:00,8.909050096235302e-06,0.02067845769595822,1017.5103244837758,4829104
21:30,1.5249200958138223e-05,0.03767796764015485,1027.879266750948,4878315
22:00,-7.709076612814388e-06,-0.02145593343660601,873.0722713864307,4143601
22:30,-1.594218623616193e-05,-0.04153234771726255,747.0891276864728,3545685
23:00,1.168410487468733e-05,0.029564724416330623,664.295617361989,3152747
23:30,-1.481903812558426e-06,-0.004725397154035416,592.8141592920354,2813496
