,GC,HG,NG,ZC,ZS,ZW
00:00,2.306107701424498,24.385259078589705,-12.520629347246203,39.1953049998627,119.61146643216267,113.3717786513138
00:30,15.259035674343856,8.51330768808003,-20.9003670805869,3.7018588785976636,16.701070427100383,-1.2039660946907782
01:00,3.1555524882018515,-6.446798494441897,3.225472425823006,-5.050332918998867,-5.471505458588599,-11.710010679074168
01:30,6.934241514510897,-4.550824935219855,-10.332180500197442,-2.2825548860833877,17.48394387422545,-5.260872471816014
02:00,-7.796856379995665,4.786667381092613,-49.12654749899437,14.08278768684803,10.198783486089734,12.783537167563352
02:30,-9.054438521951225,-34.41602478705765,-7.462917985896855,6.330632046331175,-7.536546304923542,-7.572876876346546
03:00,-3.8106536328104235,-19.940257376329384,42.01393561164573,-10.810505640661528,-21.717270173395985,-10.397589782146177
03:30,-7.3132638037393,13.466830392951534,-0.25789478797078047,0.5292081223244871,-1.5904560257615996,5.119374234541874
04:00,-11.671486266218478,-16.214435207162392,8.91478947011155,-11.92750343000515,-7.265353397096619,-29.226632130619922
04:30,4.202020669869722,-11.00513088669045,16.535830073302215,3.3818420340929967,4.514719676182999,0.9450703698197449
05:00,-19.181472621472018,-3.3393028442647132,-9.207124748403995,-12.012482721972118,-6.366156672088918,-18.46167682512935
05:30,16.27374478939081,-10.851274262499555,50.608102815212575,16.669629845890867,1.0714805891226309,-0.8053409015320923
06:00,11.459530709703735,-11.242069691488298,-6.0570377250598,-15.700617821451868,-11.553893212216437,-14.259520500365298
06:30,-9.872981129541857,-28.280450974228188,5.603224289562858,2.3275018084624177,11.863358812797454,-0.7079285957488635
07:00,10.329307830913015,-29.490664067061466,7.141745622932705,-6.423279592237641,-5.729511176022739,-0.889612316764099
07:30,-8.815297323002081,65.75212691654096,-25.962830953658276,-38.57682664350519,-24.203074819905268,-20.758909427751682
08:00,13.268572494220487,44.269366038728776,-47.681181931983254,-36.664397807822134,-21.815811320915092,-13.134314820744263
08:30,-9.225555129120222,8.608808287970216,-5.984394670616899,10.402773115238295,5.779994193788829,1.906422578367617
09:00,-6.2797874021230164,6.402421577043693,-31.515723184047307,0.9520546342415281,0.25189540018311085,-0.986671103002057
09:30,-24.48605702976857,-20.635832618406592,-53.48020701950045,-44.75533986284653,-41.096325140601934,-62.083148695073895
10:00,28.420188920514256,0.9527205253919035,-2.9857338508457953,-27.091864296867097,-21.193913740848956,-31.45818353933375
10:30,-4.147700288631373,0.14672667146418128,-41.0654639995386,-24.221494930100317,-19.804317559202676,-19.43382376179259
11:00,15.443890884989253,6.8882235122087465,-14.308110175499866,-23.3903861503483,-20.078263737301494,-9.100063988974838
11:30,-4.644489251870754,6.467932359605899,-25.632566136833766,0.5959988895144042,4.085839433364913,-5.927858685809384
12:00,-15.013039340348989,3.522463172753132,-35.66000211057225,-8.375805297652972,-15.599471420313304,-2.019597819434238
12:30,4.326685453168055,103.90095569642565,36.009363009709226,11.034900001580406,0.8926134938317176,-11.56408979959016
13:00,-5.429311616299504,-34.65204169055761,-57.82061792099975,12.047755799037873,-1.3949247635345552,-1.770978747890617
13:30,10.651008125536631,2.01824068280938,43.07572962996738,89.20760805024011,-8.594816606327083,-4.993975917015414
14:00,8.03479471089721,-15.187852864994156,-61.041490267421935,11.315407998346071,1.3608407043838922,-16.56018152497317
14:30,-2.2409609974747613,12.980416574869679,229.10094018174877,1.7041305837197207,5.511680216054349,2.6999169202699846
15:00,-6.627370393945686,-1.6684898713862806,65.1218447205538,0.0,0.0,-0.034171050190712204
15:30,-1.5386205884171833,-3.0591571414627317,6.286977910047709,,,
16:00,9.41024006435558,2.7519065005090715,49.55348894689047,,,
16:30,25.05023037434333,11.515132540730244,-28.000672999995267,,,
18:00,38.7665945850719,20.256805749100405,57.170678713554615,-1.248032688204681,0.08147945238419219,5.114814784369925
18:30,-5.235546871713148,-7.72190208494975,-7.60420015121388,0.1603094886048373,0.8199544768932254,0.6051362996734255
19:00,4.977001208928433,8.312985468741086,-1.6557954250142282,0.8520169368980257,1.2368986705142637,0.7431187507524584
19:30,10.417067615766129,6.198183410791014,10.565061013904531,-0.027936085336233152,-1.0281294147368003,-0.09729544311939398
20:00,-9.126138877640045,20.361954177724726,-8.82438941224477,-3.518199900092611,85.6638282319041,51.19941439618145
20:30,15.35015436469136,9.248458787111646,-4.2599825060905765,21.797954833864218,35.80075597969827,0.723989968789196
21:00,9.22519767155121,1.0886793567690178,13.548144838569565,7.1780111168493255,23.154154338939303,10.231487836240127
21:30,-1.2800784692598932,-5.350707356911966,6.711032102285763,19.464314533279968,26.56403395187961,13.159254912924423
22:00,17.595112707165406,1.3221290143939468,-10.364831468371982,-4.1641988194333734,-16.830136531888506,-1.8198408864834925
22:30,-7.950607224761097,6.2729387332943976,-18.76987304279496,12.659571701668405,21.506233360736026,22.08573784067587
23:00,-2.9178702122670486,2.3453443911486183,10.717998839407183,9.252922489096527,0.9828427077504642,4.379496779002423
23:30,-0.46591656310767116,-14.767058278740109,-19.075687648755814,-2.1134571100478006,-10.64636713967333,2.695451922016101
