,GC,HG,NG,ZC,ZS,ZW
08:30,-0.002531073346162654,0.002892933943120466,0.0005967837950298661,0.003233010348448831,0.0018603339291957863,0.000836201237909327
09:00,-0.0017507309140906125,0.002348362363098447,-0.007752414938734611,0.014775592547943396,0.004045080072691597,-0.014981935725374516
09:30,-0.008107985907350462,-0.006441192182095061,-0.020396400973874306,-0.01652792366070611,-0.015079616758147226,-0.027047197261898658
10:00,0.007784137462232612,0.0007347808295719808,0.0009018976010771603,-0.009004970348711637,-0.006848410483023585,-0.010391752582406984
10:30,-0.0010651901986071456,0.0004112405705740818,-0.011927618332291836,-0.007813350630202968,-0.006319142838801886,-0.005436876833372158
11:00,0.004448690752593359,0.00230683664293875,-0.0028104075386237294,-0.00765717698954342,-0.006532682140179808,-0.002040785024971703
11:30,-0.0013136407609329634,0.0021640911391514824,-0.0070959317212880065,0.0006141379053910929,0.0015345085253305004,-0.0010821816159785102
12:00,-0.004780092430191459,0.0012242322674731949,-0.011601236364750007,-0.0011218971110542786,-0.004222355185960762,0.0006474663359366045
12:30,0.001347061857511094,0.021756846884110677,0.010755701328335952,0.0036417068149323423,0.0005366202109629482,-0.0031597756652836494
13:00,-0.0016071061878099873,-0.012787870975322527,-0.02441308000333369,0.00382796907043754,-0.00020450509399896772,-7.535144452819052e-05
13:30,0.003148513429256155,0.0006870492888328099,0.012390142361975718,0.020061780426051865,-0.002573974295894118,-0.0010720355723236037
14:00,0.0024875372577626825,-0.004369496097020855,-0.02614075604458253,0.003775035180410118,0.0006913933074999845,-0.00488561227945294
14:30,-0.0006089828578863026,0.003851359296597917,0.03763477613085293,0.026566013934117453,0.08299120504456231,0.04185511322002366
15:00,-0.002047570718141422,-0.00043461653249027244,0.015961882654740234,0.0,0.0,-0.017072948337831795
15:30,-0.0004165405670313466,-0.0008913115647963969,0.0022926397039902745,,,
16:00,0.002803635207969145,0.0008791347739147574,0.012742174083905157,,,
16:30,0.006921541524102915,0.0034114697690592493,-0.00979569412565648,,,
18:00,0.012402094530018587,0.007062811104733804,0.01776554446024369,-0.0244084002902719,0.0017431953581625642,0.09818350199018325
18:30,-0.0019937068571111356,-0.0029847997392041512,-0.0027483888951142757,0.003206294397236696,0.016081233311435784,0.011913840791760395
19:00,0.001866983431844523,0.003051658941332609,-0.0003777364291781963,0.01667613095911806,0.024173736741408502,0.01460044949439695
19:30,0.0037697214370756614,0.00232478275451112,0.003976615752174964,-0.0005178076106427279,-0.020224390725528896,-0.0018757492880544624
20:00,-0.003522450920449137,0.007203423100688687,-0.00314700332568393,-0.0006761319056964784,0.024701035210135076,0.017325224756722702
20:30,0.005436296008314124,0.0035233305595938798,-0.0014515621501858358,0.007839538039130386,0.012078573877090729,0.0004769764707350479
21:00,0.0034256614113155693,0.0007395342860460233,0.0049754575402614415,0.002836279458653266,0.008365540628408084,0.004001093866896068
21:30,-0.0004062273200968053,-0.0018029767775785874,0.0025919630554223946,0.007047334217127065,0.009349773960101886,0.004976080299669784
22:00,0.006155394163344572,0.0006827914956710042,-0.003972768874000097,-0.0016027978296786637,-0.007139529973647179,-0.0006111678018074214
22:30,-0.003073958492694708,0.002479239505026498,-0.007683148362753832,0.004732508637405126,0.007710451741242363,0.00792430258318298
23:00,-0.001074745915158276,0.000999502333487508,0.0040218667545211416,0.003511564184157693,0.0004473177112481704,0.0017621511146911693
23:30,-0.00013784089379601395,-0.005956317721981347,-0.007727421898146776,-0.0007997975640519401,-0.004381137279432039,0.0011229926911534359
