time,avg_return,cum_return,avg_volume,cum_volume
00:00,0.0002496083833281392,1.1961146643216267,108.78234302570586,516281
00:30,4.840492762433574e-05,0.16701070427100384,211.3771597134429,1003196
01:00,-1.703882408930465e-05,-0.05471505458588599,217.01638999789873,1032781
01:30,5.102893891475137e-05,0.1748394387422545,414.717167472158,1973639
02:00,3.090268361238511e-05,0.10198783486089735,364.11007817451934,1723333
02:30,-2.347903305121983e-05,-0.07536546304923541,390.0376082822734,1846048
03:00,-7.509076037275418e-05,-0.21717270173395986,344.5758533501896,1635357
03:30,-4.0208111623807245e-06,-0.015904560257615996,319.43931731984827,1516059
04:00,-2.262212574772761e-05,-0.07265353397096619,326.21007163927516,1548193
04:30,1.445349767165585e-05,0.04514719676182999,332.2631689844079,1576921
05:00,-1.962111517215862e-05,-0.06366156672088918,323.3409186683523,1534576
05:30,4.016590930265463e-06,0.010714805891226309,332.0583649388959,1575949
06:00,-3.722795746737968e-05,-0.11553893212216437,359.6542351453856,1706919
06:30,3.5604262349609756e-05,0.11863358812797453,352.0109565950274,1670644
07:00,-1.7327859572364335e-05,-0.05729511176022739,453.0099030762748,2149985
07:30,-8.474297435805014e-05,-0.24203074819905268,591.1835229667088,2805757
08:00,-7.45968932485415e-05,-0.2181581132091509,1001.3324905183313,4752324
08:30,1.8603339291957863e-05,0.05779994193788829,716.6051411715129,3401008
09:00,4.0450800726915966e-05,0.0025189540018311085,29.546354825115888,140227
09:30,-0.00015079616758147227,-0.4109632514060193,9489.986514959966,45039476
10:00,-6.848410483023584e-05,-0.21193913740848958,5175.631057732828,24563545
10:30,-6.319142838801886e-05,-0.19804317559202678,5045.179481777965,23949467
11:00,-6.532682140179808e-05,-0.20078263737301494,3920.4931535706764,18610581
11:30,1.5345085253305005e-05,0.04085839433364913,3592.1900147461556,17052126
12:00,-4.222355185960762e-05,-0.15599471420313304,4367.757109753528,20733743
12:30,5.366202109629482e-06,0.008926134938317176,3184.1803244154203,15115304
13:00,-2.0450509399896772e-06,-0.013949247635345552,2898.5283336844323,13759314
13:30,-2.573974295894118e-05,-0.08594816606327083,3106.2660627764903,14745445
14:00,6.913933074999845e-06,0.013608407043838922,5147.372445755213,24434577
14:30,0.0008299120504456231,0.05511680216054349,157.21554993678888,746145
15:00,0.0,0.0,0.00042140750105351877,2
18:00,1.7431953581625642e-05,0.0008147945238419219,10.999789296249473,52205
18:30,0.00016081233311435783,0.008199544768932254,3.07606405394016,14599
19:00,0.00024173736741408503,0.012368986705142637,3.4787189211967973,16510
19:30,-0.00020224390725528897,-0.010281294147368003,3.3375474083438683,15840
20:00,0.00024701035210135077,0.856638282319041,1136.7100716392752,5394826
20:30,0.00012078573877090729,0.35800755979698273,360.36325326590816,1710284
21:00,8.365540628408084e-05,0.23154154338939303,561.5103244837758,2664928
21:30,9.349773960101886e-05,0.26564033951879606,404.6276864728192,1920363
22:00,-7.139529973647178e-05,-0.16830136531888507,291.55162241887905,1383704
22:30,7.710451741242363e-05,0.21506233360736027,268.42709650231774,1273955
23:00,4.473177112481704e-06,0.009828427077504642,218.31942688579858,1036144
23:30,-4.3811372794320395e-05,-0.1064636713967333,98.01622418879056,465185
