time,avg_return,cum_return,avg_volume,cum_volume
00:00,3.386678183922556e-05,0.05925532188356297,140.13662790697674,433863
00:30,1.901962497953224e-05,0.038332741359687006,150.77131782945736,466788
01:00,-1.5067735218397786e-06,-0.004575008546266579,173.370692431562,538316
01:30,4.2423032344318796e-05,0.09234824486674165,195.27342995169082,606324
02:00,4.519868253957595e-05,0.09789636289299208,342.93911917098444,1058996
02:30,-2.583092344188716e-06,-0.007237999949774143,321.60168393782385,993106
03:00,1.4336869988267284e-05,0.025620796109035338,742.5500645994832,2298935
03:30,4.1347837462922525e-05,0.08861347406718534,561.9751291989664,1739875
04:00,-1.8454653421194475e-06,-0.0075776933582538675,657.1450258397933,2034521
04:30,7.73613199785915e-06,0.0136918557255985,543.6656976744187,1683189
05:00,4.5801781620073316e-05,0.09941480177937545,525.2480620155038,1626168
05:30,5.0820868217248805e-05,0.11181611769772282,503.5092024539877,1559368
06:00,-5.1757288595234874e-05,-0.10686115950562736,556.553115918631,1723645
06:30,0.00012097966062406089,0.2881842598493034,573.1168873103003,1774943
07:00,4.978567501173352e-05,0.10859416301401104,738.5476267355506,2287282
07:30,-4.6469712128005163e-05,-0.09706269083317454,810.2876977720374,2509461
08:00,4.4439952256103475e-06,0.0032714474252832915,1269.5760413303196,3931877
08:30,0.0001035983455344694,0.22886638181124774,2352.0603810138846,7284331
09:00,-4.057693959018901e-05,-0.08688141483572276,2386.5321278656766,7391090
16:00,7.601019214542808e-05,0.17020629098194395,4919.453019050694,15235546
16:30,1.2324335458196632e-05,0.023795891881151165,879.8149822408783,2724787
18:00,2.1056699918242873e-05,0.0329262513174593,341.172157622739,1056269
18:30,1.3182094085918954e-06,0.0007104987497501547,183.0203488372093,566631
19:00,2.3643114817407115e-05,0.038848703122457584,200.15891472868216,619692
19:30,-7.2535921504172095e-06,-0.013501404490484203,205.55749354005167,636406
20:00,2.14952361441258e-05,0.03476364961917833,269.86369509043925,835498
20:30,-1.9878250827130735e-05,-0.034746394565979166,223.47674418604652,691884
21:00,-6.096739324280446e-06,-0.01266177854008077,212.66182170542635,658401
21:30,2.8927841804272247e-05,0.047674053723314236,209.640503875969,649047
22:00,-1.302196922357837e-05,-0.02316017240856494,179.71899224806202,556410
22:30,-9.154809437519377e-06,-0.01648116725272386,148.09399224806202,458499
23:00,2.8822166731044413e-05,0.048725545649384694,129.6860465116279,401508
23:30,-4.355814316584626e-06,-0.0080367553790468,116.13565891472868,359556
