,ES,NQ,YM,RTY,6E
00:00,-0.4795108328626174,15.572254036429257,1.6641781981604264,2.7488083898908666,-8.653648188193285
00:30,13.731390843312695,15.615261755311117,13.995510366346764,4.224598047070072,0.09015231017737158
01:00,-3.658827095049344,-1.6849497694460203,-3.8264716229091555,-0.2158507007416377,0.33495067997457717
01:30,14.94222534579215,16.27623362776811,10.682915545860938,8.979880599719458,-3.268473109038561
02:00,22.134915994170434,22.063352878722565,20.301854435527545,10.050838648615844,-2.31640338179403
02:30,7.466522316029933,14.156334425526307,2.9467397870823087,-0.598940294945105,-9.040393837716964
03:00,7.590293673737802,4.797453832985488,7.169523125194788,2.5868815095417386,14.739811929433477
03:30,2.836795723813834,5.0385312019908035,0.6740041708111599,8.810895595421142,4.677747313627467
04:00,1.9885078215784446,-2.2343135197025132,-4.610411268275804,-0.8205075283657992,-9.3986942973034
04:30,-0.7848665175111513,-0.06573559768271453,0.06850567041150057,1.2956436384696124,-8.765659364871425
05:00,0.8247911543840525,0.3793886943096014,1.6325833945657786,10.097735224527504,-5.925975214668078
05:30,4.910389203629584,5.712860400068398,5.596121007113353,11.155556579941894,-1.913206052667682
06:00,-8.153231062624656,-9.902920639354019,-8.994256601380634,-10.67243732765174,-0.20981201431102825
06:30,19.57965790950893,12.711941301416797,18.452562038847553,28.882439849373487,-17.742373388098763
07:00,7.834282979152363,13.98337868017585,6.082031051308534,10.954817471419975,-2.4987139565873617
07:30,-9.777374740456157,-7.645350534724082,-9.382601743385266,-9.54442186129918,-24.234842467629704
08:00,0.6028003417537287,1.6249625844317883,-2.650522206727224,0.3159973683367845,25.350359810564992
08:30,5.771274663863979,4.399926271908705,4.085528440367336,22.912677538304393,-4.1158428549287756
09:00,2.026178160723857,-9.858762708648051,-4.336638757116296,-8.688007750321225,-2.4653614902994114
09:30,20.386174603175512,39.398076034000276,22.829552110131736,-12.931198528358113,5.918218660739449
10:00,-0.4239213985437362,-4.107209764875197,-0.12336395674247269,-16.15483932973817,5.928955384581536
10:30,-15.179159268685694,-26.700797596036484,-13.806279680890032,-17.893622414519538,-11.97418443816357
11:00,16.097754369273588,34.53410507809704,11.543212072384268,5.896233433622555,18.144296389593116
11:30,17.829660995927554,18.79057493843277,16.639874871026027,23.40627585980539,-13.987546238549875
12:00,-0.42805284464234594,-5.738096983345131,0.15627910231059694,-3.363591356544793,0.3521283313449919
12:30,17.16902355649548,9.878183131857131,14.34208022379877,0.9483431057073499,5.232842366283563
13:00,-13.188606340718334,-8.909423804436756,-12.924911690015628,-12.821352785649765,8.598764950434257
13:30,7.523576950194588,6.478095865552458,5.914149680202452,12.84628504702805,-1.0484099505192246
14:00,6.217581965194419,4.415170645129685,4.711971654783587,-3.4197261268814394,5.0178297193179455
14:30,22.218181717555918,43.14762758326536,18.953117206308324,19.90835833953333,-0.4381818464196052
15:00,4.205779200337134,-8.813457856241946,7.750635664348748,-15.845861185372446,5.1271812433303365
15:30,-15.939653626663752,-10.374790189547433,-17.88216313347226,-29.850213873169395,-1.9675235671468227
16:00,18.788119343521092,35.229150673614626,22.81980366340024,16.985133606733392,3.0658809046940627
16:30,5.907031334476565,21.573799524562776,14.414268781475625,2.0887406249386675,-2.140750477974318
18:00,-6.978536462445573,-11.418818131402697,-9.949258637641488,3.2926251317450417,0.5630329325199579
18:30,1.3741361302314514,0.413817287102769,5.316896860609721,0.07104987497557058,4.862620335736656
19:00,1.307573181895627,4.110148821118731,2.3123870928605017,3.884870312245714,-3.8103223641915984
19:30,0.5084823028122409,4.150701181758953,1.4683158367041926,-1.350140449048376,-0.31577213506377433
20:00,2.9498537689883086,8.731075573307233,3.1987154405016094,3.4763649619173664,-0.6223917507998222
20:30,-4.431608301690093,-0.6750631160947984,-4.0050462940955605,-3.474639456597628,2.653921151627947
21:00,0.9773403818117421,2.067845769595622,0.9165017831703093,-1.2661778540069335,1.7146654331101407
21:30,2.557427374156873,3.7677967640163734,1.173393102715936,4.767405372330691,1.2375296382185708
22:00,-4.26004240032738,-2.1455933436606456,-4.793055583658578,-2.316017240856505,9.805475313534195
22:30,-3.2523101064957594,-4.153234771725711,-2.677678915272841,-1.6481167252724305,-1.0321535355358624
23:00,2.055131141303601,2.9564724416326404,1.454657694826933,4.872554564939469,5.189572922362462
23:30,0.5076946333017363,-0.4725397154031974,2.1605209759590682,-0.8036755379044691,-5.333176561332231
